id_canal,name_canal,Water Storage,TEMP_54,TEMP_55,TEMP_56,TEMP_57,pH_54,pH_55,pH_56,pH_57,DO_54,DO_55,DO_56,DO_57,H2S_54,H2S_55,H2S_56,H2S_57,BOD_54,BOD_55,BOD_56,BOD_57,COD_54,COD_55,COD_56,COD_57,SS_54,SS_55,SS_56,SS_57,TKN_54,TKN_55,TKN_56,TKN_57,NH3N_54,NH3N_55,NH3N_56,NH3N_57,NO2_54,NO2_55,NO2_56,NO2_57,NO3_54,NO3_55,NO3_56,NO3_57,T-P_54,T-P_55,T-P_56,T-P_57
190,คลองลำกอไผ่,ตัด ถ.ฉลองกรุง  ,29.4,29.1,29.1,29.7,6.9,6.8,7.4,7.2,1.9,3.3,3.3,3.2,0,0,0.1,0,4.8,4.3,4.9,4.2,35.6,40.8,120.4,37.8,18.8,30.1,16.9,20.6,5.7,3,4.8,6.6,1.1,0.7,2.3,3.4,0.1,0.3,0.3,0.2,2.6,2.1,2.8,2.2,0.3,0.3,0.6,0.5
191,คลองลำชวดเตย,ตัด ถ.ฉลองกรุง ใกล้หมู่บ้านวรีย์เฮ้าส์,29.4,29.1,29.1,29.7,6.9,6.9,7.3,7.1,1.3,1.9,0.9,0.4,0.1,0,2.3,2.7,4.7,8.6,17.4,21.8,38.3,57,101.9,104.6,16.3,57.2,12.3,23,5.8,5.2,12.4,16.8,1.7,1.7,9.5,13.3,0.1,0.2,0.2,0.1,2.6,2.4,3.2,3.6,0.4,0.4,1.2,1.1
192,คลองลำต้นกล้วย,ถ.มิตรไมตรี ก่อนถึงสามแยก รพ.หนองจอก,30.8,29.3,29.1,29.3,7,6.9,7.2,7,2.5,2.8,3.1,2.4,0.2,0,0,0,4.2,3.1,2.4,5.8,47.7,35.1,62.8,32.8,20.8,49.3,30.4,26.2,2.3,3,3.4,3,0.4,0,0.3,0.3,0.1,0.1,0.1,0.1,2.1,2.3,2,1.7,0.2,0.2,0.2,0.4
193,คลองลำต้นนุ่น,ถ.เสรีไทย 73,30.7,29.3,29.6,29,7.1,7.1,7.4,7.3,0.7,0.1,1.8,0.2,0.8,0.3,0.5,2.7,14,22.5,10.1,22.5,58.9,111.8,105.8,76.9,11.8,32.4,16.9,13.7,8,13.2,14,20.3,4.2,8,9.9,13.8,0,0.1,0.3,0.2,2.6,2.3,2.2,2.7,0.8,1.3,1.2,1.3
194,คลองลำนายโส,ถ.ราษฎร์พัฒนา โรงเรียนสุเหร่าลำนายโส,29.4,29.4,29.6,28.9,7,6.9,7.4,7.3,1.3,2.2,3.1,2,0,0,0,0.1,6.7,5.5,6.6,9.7,43.9,51.5,75.4,68.1,23.8,24.3,13.8,26.1,4.5,4.9,8.1,9.3,2.4,1.3,4.1,6.3,0.1,0.2,0.5,0.2,2.2,2.1,2,2.3,0.4,0.3,0.6,0.8
195,คลองลำนายโส,วัดปากบึง,29.4,29.4,29.6,28.9,7,6.9,7.4,7.3,1.3,2.2,3.3,2.2,0,0,0,0,6.4,5.5,4.5,9,42.4,50.6,70.8,72,24.3,26,13.1,24.3,4.6,4.1,6.2,10.4,1.8,1.8,4,6.3,0.1,0.2,0.5,0.3,2.2,2,2,2.4,0.4,0.3,0.6,0.8
196,คลองลำปลาเน่า,ถ.ฉลองกรุง จุดกลับรถใต้สะพานข้ามคลอง,29.4,29.1,29.1,29.7,6.9,6.8,7.4,7,2.8,3.1,3.8,0.7,0,0,0.1,0.6,3.7,3.5,4.3,5.8,29.8,42.3,64.8,47.9,16,32.5,13,16,2.8,2.3,3.2,5.8,0.6,0.1,0.7,3.5,0.1,0.1,0.2,0.1,2.4,2.2,2.1,2.3,0.3,0.2,0.2,0.7
197,คลองลำผักชี,ถ.สุวินทวงศ์ สถานีย่อยสุวินทวงศ์ กฟน.,29.4,29.1,29.1,29.7,7,7,7.4,6.9,2.5,3.4,3.5,2.8,0,0,0,0,3.4,3.5,3.5,3.7,35.3,50.3,97.4,41.8,42,69.5,39,18.8,3.8,2.5,4.3,3.5,0.3,0.3,0.8,1,0.1,0.2,0.3,0.1,2.4,2.2,2.1,2,0.2,0.2,0.2,0.3
198,คลองลำผักชี,ถ.ฉลองกรุง หมู่บ้านฉลองกรุงริเวอร์วิว,29.4,29.1,29.1,29.7,6.9,7,7.4,7,2.4,3.2,3.3,3,0,0,0,0,4,3.4,3.4,3.9,36.3,47.7,104.8,48,62.3,82.6,47,17.8,2.7,1.9,3.7,4,0.4,0.1,0.7,0.8,0,0.3,0.3,0.2,2.5,2.3,1.8,2,0.4,0.2,0.2,0.3
199,คลองลำมะขาม,ถ.ฉลองกรุง,29.4,29.1,29.1,29.7,6.9,6.9,7.3,7.1,1.8,2.9,1.1,0.9,0,0,0.2,0.3,4.1,5.5,5.5,5.5,46,43.5,76.3,50.7,23,26.5,26.3,12.8,4.6,3.5,5.1,7.8,1.1,0.5,1.1,2.9,0.1,0.4,0.4,0.2,2.5,2.3,2.5,2.3,0.3,0.3,0.7,0.6
200,คลองลำสาลี,ถ.กรุงเทพกรีฑา โรงเรียนลำสาลี,28.2,28.7,30,29.8,7.1,7.2,7.5,7.2,1.4,3.8,2.1,1.5,0,0,0,0,7.9,7.7,6.6,10.3,46.8,64.9,80.7,62.1,14.5,27.6,14,20.4,4.8,5.7,10.7,12.8,2.7,2.8,7.8,8.8,0.1,0.5,0.2,0.2,2.5,2.4,2.2,2.4,0.7,0.7,1.2,0.8
201,คลองลำสาลี,ถ.กรุงเทพกรีฑา ซ.ประชาร่วมใจ,28.2,28.7,30,29.8,7.1,7.2,7.5,7.2,2.2,3.3,3.7,2.1,0,0,0,0,7,8.1,5.9,9.8,56.3,59,110.5,59.4,13.8,28.8,20.8,18.5,5.1,4.3,8.8,9.4,2.6,2,5.4,6.5,0.2,0.4,0.1,0.1,2.5,2.5,2.5,2.5,0.6,0.6,1.1,0.8
202,คลองลำหิน,ถ.คู่คลองสิบ สะพานข้ามคลอง,30.8,29.3,29.1,29.3,7,6.8,7.3,7.1,3,2.6,3.1,3.2,0,0,0,0,4.2,3.8,3.5,3.5,33.1,52.8,99.3,39,16,38.5,35.4,21.1,2.4,3.8,4.4,2.8,0.6,0.3,0.7,0.8,0.1,0.2,0.2,0.1,2.2,2.5,1.8,2.2,0.2,0.2,0.2,0.1
203,คลองลำหินฝั่งใต้,ถ.เลียบวารี สะพานคลองลำหินฝั่งใต้,30.8,29.3,29.1,29.3,7,6.8,7.4,7.1,2.4,1.5,5.1,2.6,0,0,0,0,4.3,3.1,3.4,4.7,35.4,41.3,97.1,46.4,20.4,45.2,51.9,55,2.7,3.3,3,3.2,0.8,1.4,0.5,1,0.2,0.2,0.2,0.3,2.2,2.5,2.1,2.1,0.3,0.2,0.3,0.2
204,คลองวัดกระทุ่มเสือปลา,ถ.อ่อนนุช ซ.67 วัดกระทุ่มเสือปลา,28.8,29.2,29.6,29.5,7,6.9,7.4,7.2,0,0,0.2,0.3,1,0.3,0.4,1.4,10,15.4,13.1,12.4,59.8,147.8,94.8,46.9,8.6,59.2,11.8,8,7.7,8,16.3,11.6,5.5,4.7,8.3,9,0,0.1,0.2,0.1,3.1,2.5,3,2.1,0.7,0.9,0.8,0.7
205,คลองวัดจันทร์,ถ.พระรามที่ 3 หน้าสำนักงานเขตบางคอแหลม,29.6,29,29.5,30,7.2,6.9,7.4,7.2,3.1,2.4,2.2,2.6,0,0,0.5,1.1,8.6,8.3,13,7.5,37.4,41.6,119.4,48.1,14.5,26.9,181.8,20.2,5,4.1,9.3,4.3,3,2.1,6.2,2.7,0.2,0.2,0.4,0.4,1.9,1.7,2.7,2.1,0.4,0.6,0.8,0.6
206,คลองวัดช่องนนทรี,ถ.พระรามที่ 3 เข้า ซ.53,27.8,28.9,29.8,29.5,7.1,7,7.5,7.1,1.9,1.9,1.3,1,0,0,0.3,0.8,11.3,6.2,7.8,11.6,35.3,48.1,88,54.2,26.3,27,14.5,18.1,6.2,4.1,7,9.8,3.3,1.5,4.9,6.8,0.3,0.2,0.4,0.2,2.2,1.8,2.7,2,0.5,0.4,0.7,0.8
207,คลองวัดดอกไม้,ถ.พระรามที่ 3 วัดดอกไม้,27.8,28.9,29.8,29.5,7.2,7,7.5,7.3,2.7,3,2.6,1.8,0.1,0,0,0.3,5.3,5.4,7.3,10.7,26.6,30,99.1,63.3,28.7,17.2,15.1,17.1,5.6,2.7,5.8,8.7,2.3,0.7,1.6,5.9,0.2,0.4,0.4,0.3,1.9,1.9,2.7,2.2,0.6,0.4,0.5,0.8
208,คลองวัดดอน,ซ.เจริญกรุง 57,28.8,29.1,29.4,29.8,7,6.9,7.4,7.2,0.3,0.2,0,0.3,0.3,0.3,1.9,1.1,26.1,27.7,31.5,27.8,83,91.3,156.8,88.2,14.7,18.7,24.1,23.8,11.3,10.1,16.4,12.7,9,7.4,13.6,9.9,0,0.1,0,0.1,2.6,2,1.9,2.1,0.8,1.1,1.4,1.1
209,คลองวัดทองเพลง,วัดทองเพลง,30.5,30.8,30.1,29.9,7.5,7.5,7.4,7.4,3.2,3,2.8,1.6,0,0,0,0,8.4,8.6,6.6,9.9,66,69.8,63,56.3,10.5,13.5,12.1,21.9,3,2.5,2.1,2.5,0.8,0.7,0.9,1.1,0.8,0.4,0.1,0,0.3,0.5,0.4,0.2,1.2,1.4,1.7,1.5
210,คลองวัดทองเพลง,ถ.เจริญนคร,30.5,30.4,30.6,30,7.5,7.4,7.5,7.5,3.1,2.4,3.4,1.5,0,0,0,0,5.9,8.1,7.6,10.6,64.3,72.5,63.4,54.3,11.6,15,15.4,21.9,3,2.6,2.3,2.2,0.7,0.8,0.9,0.8,0.7,0.2,0,0.2,0.4,0.3,0.5,0.3,1.4,1.4,1.5,1.5
211,คลองวัดไทร,ถ.พระรามที่ 3 วัดไทร,29.6,29,29.5,30,7.2,6.9,7.4,7.2,1.2,1.9,1.2,0.7,0.1,0,0.1,0.5,12.6,4.7,9.4,11.3,60.5,25.6,71.9,64,17.7,27.4,15.4,19.8,9.6,3.3,5.5,8.1,4.9,0.9,3.7,4.8,0.2,0.3,0.4,0.3,2.2,1.6,3,2.3,0.5,0.3,0.7,0.8
212,คลองวัดปริวาส,ถ.พระรามที่ 3,27.8,28.9,29.8,29.5,7.3,7.3,7.5,7.4,2.4,3.1,3.3,2.5,0,0,0.1,1.3,7.5,5.6,9.1,16.8,27.1,33.2,100.4,47.6,23.9,27.2,15.6,22.4,5.5,4.2,6.4,9.3,1.4,1.7,3.9,5.9,0.1,0.3,0.4,0.3,1.8,1.9,2.7,2.3,0.4,0.5,0.7,0.9
213,คลองวัดราชา,วัดราชา,30.3,30.5,29.6,29.8,7.4,7.4,7.4,7.4,3.1,2.3,2.8,4.4,0,0,0,0,6,7.4,2.4,5.8,66.3,73.2,100.1,41.3,14,13.5,19.1,24.1,2.3,2.2,4.3,3.5,0.6,0.5,0.9,1.1,0.5,0.4,0.5,0.3,1,0.8,2.9,2.6,0.8,1.4,0.3,0.4
214,คลองวัดใหม่,ถ.พระรามที่ 3 บมจ.ธนาคารกรุงศรีอยุธยา,27.8,28.9,29.8,29.5,7.8,7.6,7.4,7.3,3.5,3.3,2.7,2.4,0,0,0.3,0.1,6.4,9.9,9.8,17.1,33.1,30.7,116.6,65.6,26.9,28.7,18.9,38.7,5.1,3.9,5.5,8.4,1.8,1.6,3.2,4.1,0.3,0.3,0.5,0.5,2.4,2.3,2.8,2.8,0.3,0.5,0.7,0.8
215,คลองวัดอนงค์,หน้าวัดอนงค์,29,28.8,30.5,30.7,7,7,7.5,7.4,1.4,2.4,2.7,1.8,0,0,0,0,7.7,7.1,7.1,11.3,53.3,56,61,70.2,16.1,23.6,16.4,28.5,4.2,5.2,2.8,2.6,2,1.4,0.9,1,0.3,0.3,0.2,0.2,2,2,0.3,0.2,0.7,0.4,1.5,1.6
216,คลองสนามชัย,วัดสิงห์,30.4,30.9,30.3,30.1,7.4,7.5,7.4,7.5,3.3,3,3,2.7,0,0,0,0,7.7,6.3,7,8.1,70.8,73.1,52.8,53.5,17.7,14.1,12.1,15.8,1.8,2.6,2.9,2.2,0.6,1.1,1.1,0.9,0.8,0.6,0,0.1,0.4,0.4,0.2,0.5,1.4,1.5,1.8,1.7
217,คลองสนามชัย,วัดเลา,30.3,30.7,30.8,30.1,7.5,7.5,7.5,7.5,2.9,3.4,3.3,2.7,0,0,0,0,6.9,6.3,6.8,7.9,51,69.8,74.8,59,17.3,2.5,15.6,16.8,4.5,0.8,2.6,2.5,0.3,0.7,0.7,0.9,0.7,0.5,0.2,0.2,0.6,1.7,0.2,0.2,1.8,0,1.7,1.5
218,คลองสนามชัย,สน.ท่าข้าม,30.3,30.7,30.4,30.1,7.5,7.4,7.5,7.5,3.5,3.2,3,2.7,0,0,0,0,6.6,8.4,7,8.5,61.8,65.7,61.1,63.7,18.5,17.3,14.6,19.9,1.6,1.8,2,2.2,0.5,0.6,1,1.2,0.6,0.5,0.1,0.1,0.7,0.6,0.1,0.3,0.9,1.5,1.4,1.6
219,คลองสนามชัย,วัดบางกระดี่,30.8,30.7,30.5,30.1,7.5,7.4,7.4,7.4,3,3.8,3,3.4,0,0,0,0,7.3,6.9,6.4,7.6,52.8,57.5,60.8,51.8,12.7,19.2,14.4,19.9,2.3,2.4,2.8,2.6,1,0.9,0.9,1,0.7,0.4,0.1,0.1,0.3,0.4,0.2,0.2,1.2,1.6,2,1.4
220,คลองสนามชัย,วัดแสมดำ,30.5,30.6,30.4,30.1,7.4,7.5,7.5,7.4,4.2,3.6,3.2,3.1,0,0,0,0,6.1,6.4,6.4,8.9,64.3,57.3,65.6,60,11,24.5,18,19.9,3.3,3,2.6,2.6,1.3,0.8,1,1.1,0.6,0.3,0,0.1,0.5,0.5,0.3,0.5,1.8,1.6,1.5,1.7
221,คลองสมเด็จเจ้าพระยา,สะพานท่าดินแดง,30.3,30.5,30.8,30.4,7.5,7.5,7.5,7.4,1.9,3,2.4,1.7,0,0,0,0,8.4,7.4,7.6,11.8,68.5,65.5,61,58,18.5,16.3,14.1,24.3,3.7,3.3,3,2.4,1.5,1.2,1.1,0.7,0.7,0.3,0.2,0.1,0.6,0.3,0.3,0.3,1.1,1.7,2.1,1.8
222,คลองสมเด็จเจ้าพระยา,หน้า รพ.สมเด็จเจ้าพระยา,30.5,30.5,30.5,30.3,7.5,7.5,7.5,7.4,2.3,3.1,2.3,1.7,0,0,0,0,8.1,7.2,6.9,11.8,69.5,70.7,62.8,59.8,19.8,19.5,16.8,24,1.9,2.7,2.9,2.4,0.8,1,0.9,0.8,0.5,0.3,0.1,0,0.5,0.6,0.4,0.3,1.2,1.4,1.8,1.6
223,คลองส้มป่อย,สะพานพระราม 6 สถานีเฝ้าระวัง,28.7,28.7,29.6,29.8,7.2,7.3,7.5,7.5,2.8,2.7,3.2,3.6,0,0,0,0.1,3.8,4.9,2.8,4.8,28.6,146.6,150.5,28.8,51.3,402.5,38.8,19.2,4.4,2.7,4.6,2.9,0.9,1,2.2,0.4,0.1,0.4,0.4,0.3,2.3,1.9,2.4,2.6,0.4,0.3,0.4,0.3
224,คลองสวนหลวง ,ปตร.สวนหลวง ถ.เจริญกรุง 76,29.6,29,29.5,30.1,7.2,6.8,7.3,7.1,1.2,0.8,1.3,0.3,1.1,0.1,0.3,0.4,16.3,16,13.8,22.9,85.4,52.7,95.5,86.1,26.2,26.7,12.6,17.8,9.1,7.5,9.4,15,5.6,4.6,7.1,11.2,0,0.2,0.3,0.1,1.9,1.7,3,2.4,0.6,0.9,0.9,1.2
225,คลองสวนหลวง 1,ถ.พระรามที่ 1 (แยกเจริญผล),29.6,29.1,29,29.2,7.1,7,7.3,7.3,0.2,0.2,0,0,0.2,0,1.1,1,31.5,37.3,43,25.8,97.6,106.3,175,99.8,17.7,22.7,18.4,18.6,13.1,15.6,20.5,17.6,11.2,12.1,17.4,15.2,0,0.1,0.1,0.1,2.5,2.5,2.5,2.4,0.8,1.4,1.5,1.2
226,คลองสวนหลวง 2,ถ.เจริญเมือง,29.2,29.5,29,29.2,7.1,7,7.3,7.2,0.7,2.4,0,0,0.1,0,1,2.3,16.5,12.2,36.5,31.6,66.7,74.4,179.1,107.6,23.8,35.4,20,20.8,10.2,5.8,19,17.9,5.7,2.7,17.2,14.4,0.1,0.2,0.1,0.1,2.3,2.3,2.8,2.7,0.6,0.7,1.5,1.4
227,คลองสอง,ซ.วัดเกาะ สามแยกโรงเรียนระเบียบวิทยา,29.5,28.8,29.3,29.8,6.9,6.9,7.3,7.1,0.9,2.9,2.5,0.8,0,0,0.5,0.5,6.4,8.5,16.1,11.7,40,51.5,162,52.3,14.5,21,14.1,14.6,6.5,5,8.5,9.5,2.8,2.7,4.8,5.3,0.3,0.3,0.4,0.1,2.1,2.1,2.4,1.7,0.5,0.6,0.8,0.7
228,คลองสองต้นนุ่น,หลังโรงงานปรับปรุงคุณภาพน้ำร่มเกล้า,28.6,28.5,29.3,29,6.9,7,7.5,7.2,1.3,1.9,2.7,1.7,0,0,0.2,0.3,7.5,6.7,8.3,8.8,45.4,59,134.3,64.2,15.7,29.2,48.4,23.6,3.5,4.8,9.6,8.3,1.6,2,6.1,5.6,0.1,0.3,0.3,0.1,2.4,2,2.2,2,0.5,0.3,0.9,0.6
229,คลองสองต้นนุ่น,ซ.รามคำแหง 209,30.1,30.7,29.3,29,7.4,7.4,7.5,7.2,2.3,2.6,2.9,1.6,0,0,0.1,0.1,6.9,7.2,9,10.9,67,76.5,146.4,69.8,11.3,11.5,65.9,29.7,2.9,2.9,8.1,9.7,0.4,0.8,5.7,5.9,0.6,0.4,0.3,0.2,1,0.7,2.1,2.1,0.8,1.2,0.9,0.7
230,คลองสองห้อง,ถ.อ่อนนุชใกล้ ซ.61,28.8,29.2,29.6,29.5,7,7,7.5,7.2,0.9,1.4,1.2,0.6,0.1,0,0.4,0.7,8.8,10,13.8,12.5,68.2,74.1,112.8,70.3,21.2,20,20.8,20,6.4,6.2,12.8,11.4,3.4,3.7,8.5,9.2,0,0.2,0.2,0.1,2.7,2.3,3.8,2.5,0.6,0.7,1.2,0.9
231,คลองสองห้อง,ถ.เฉลิมพระเกียรติ ร.9,28.8,29.2,29.6,29.5,7.1,7.1,7.5,7.2,1.6,2.3,2.1,1,0,0,0.2,0.2,7.3,7.5,11.9,9,61.4,56.7,112.3,54.2,19.9,17.7,14.5,17.8,6.1,5.6,11.1,10.9,2.6,3,6.7,7,0,0.4,0.3,0.2,2.6,2.4,3.3,2.7,0.6,0.6,1,0.8
232,คลองสองห้อง,หน้าโรงขยะอ่อนนุช,28.8,29.2,29.6,29.5,7.1,7,7.5,7.3,0.9,1.5,0.2,0.8,0.2,0,1.2,0.6,13.3,15.8,20.3,12.3,63.2,97.3,127.9,68.5,23.6,24.2,20,21.8,6.4,6.1,10.9,17.4,3.4,3.2,9.8,13.4,0,0.2,0.3,0.3,3.1,2.2,2.9,2.8,0.6,0.7,1.2,0.8
233,คลองสะพานสูง,ถ.รามคำแหง หมู่บ้านกรีนเบอร์วิลล์,28.2,28.7,30,29.8,7,7,7.4,7.1,0.7,1.4,2.9,0.3,0.1,0,0.3,0.4,9.7,12.4,9.1,12,53,72.9,106.9,56.3,9.8,48.1,14.3,17.1,5.7,7.1,12,12.1,3.9,4.3,7.2,9.3,0.1,0.3,0.3,0.1,2.4,2.2,2.2,2,0.6,0.9,1.2,0.9
234,คลองสาด,ประตูระบายน้ำคลองสาด ถ.ศรีนครินทร์,30.3,28.8,29.1,29.8,7.3,7.2,7.6,7.4,2.3,3.1,1.9,1.4,0,0,0.4,0.5,6,9.1,8.1,11,40.8,54.8,76.5,52.9,25,23.9,42.4,17,6.5,6,6.7,11.5,2.8,2.9,4.3,8.3,0.4,0.2,0.3,0.3,2.2,1.9,2.9,2.4,0.5,0.7,0.8,1
235,คลองสาทร,ปตร.สาทร,29.4,29.1,29.5,29.5,6.9,6.7,7.3,7,1.1,1.4,0.8,0.7,0.1,0,0.2,0.3,13.1,14,15.1,13.4,46.9,61.2,69.8,68.6,16.4,18.7,9.9,21.3,8.2,5.4,8.1,6.6,4.5,2.4,5.2,4.4,0.1,0.2,0.4,0.3,1.9,1.6,2.4,2.1,0.5,0.7,0.8,0.8
236,คลองสาทร,สถานทูตซาอุดิอาระเบีย,29.4,29.1,29.5,29.5,7.1,6.9,7.5,7.1,0.2,0.3,0,0.2,0.3,0.2,0.9,0.9,19.8,22.2,22.8,21.4,84.5,116.3,127.8,92.7,18.6,18.5,23.9,24.9,10.4,9.8,15.2,11.3,6.6,5.2,11.9,8.5,0,0.1,0.4,0.1,2.2,1.6,2.2,1.9,0.8,1.1,1.4,1.1
237,คลองสาทร,ติด ถ.พระรามที่ 4 ใกล้สะพานไทย - เบลเยี่ยม,29.4,29.1,29.5,29.5,7.1,6.9,7.4,7.2,0.3,0.3,0,0.2,0.2,0.2,1.1,0.8,20.7,22,24.4,20.1,100.9,115.5,102.8,85.5,27.8,28,15.1,26.4,11.3,8.7,14.6,12.6,8.7,5.9,11.8,9.5,0,0.1,0.3,0.1,2.3,1.6,2.2,1.9,0.8,1.1,1.4,1.1
238,คลองสาธารณะประโยชน์,ถ.ประชาราษฎร์สาย 1 ใกล้ ซ.21,28.7,28.7,29.6,29.8,7,7,7.3,7.2,1.1,1.4,0.2,1.2,0,0.1,0.4,0.1,7.1,10.2,12,8.6,35.3,62,76.8,45.7,28.7,32.8,9.4,17.3,4.4,7.7,8.2,7.6,2,4.6,6.1,4.8,0.2,0.1,0.2,0.3,1.9,1.9,2.2,2,0.3,0.7,0.9,0.6
239,คลองสามง่าม,ม.เกาะแก้ววิลล่า ซ.2 ถ.พหลโยธิน 54/1,29.5,28.8,29.3,29.3,6.9,6.8,7.2,7.2,0.1,1.3,0.1,1,1.2,0,1.1,0.7,15.2,15.3,28.3,39.3,66.7,65.9,156.6,361.3,13.1,22.1,18.3,276,7.3,6.1,13.3,56.9,4,3.9,10.2,25.4,0.2,0.4,0.2,0.2,2.6,2.3,2.7,2.5,0.7,0.7,1,1.8
240,คลองสามเสน,ปตร.สามเสน,29.1,29.5,28.8,29.1,7.1,6.9,7.5,7.1,1.8,1.5,1.4,1.8,0.1,0,0,0,7.7,10.3,6.6,6.7,36.2,74.5,44.3,41.3,38.5,45.9,15.6,26.3,5.8,5.6,7.4,6.7,3,3.4,4.7,4.7,0.2,0.4,0.4,0.4,2.2,2.1,1.8,2.8,0.4,0.6,0.7,0.7
241,คลองสามเสน,วัดโบสถ์,29.1,29.5,28.8,29.1,7.1,7,7.5,7.1,1.7,0.7,1.4,1.8,0.1,0,0,0,8.1,12.9,6,7.8,36.6,58.8,70.1,39,43.1,34.2,13.3,28.2,5,6,6.3,7.7,2.3,3.7,4.5,4.9,0.2,0.4,0.3,0.4,2,2.1,1.8,2.8,0.4,0.7,0.7,0.7
242,คลองสามเสน,อนุสาวรีย์ชัยสมรภูมิ,29.1,29.5,28.8,29.1,7.1,6.9,7.4,7.1,1,0.2,0.6,0.4,0,0.2,0.2,0.4,12,28.7,18.4,16.6,49.8,95.1,88.1,62.2,29.4,26,18.8,36.6,7.9,10.7,8.5,10.3,4.8,7.3,7.2,8.1,0.2,0.3,0.2,0.2,2,2.2,2.4,3.3,0.5,1.3,1,0.9
243,คลองสามเสน,หลังแฟลตดินแดง,29.1,29.5,28.8,29.1,6.7,6.9,7.4,7.1,1.1,0,0.6,0.8,0.1,0.2,0.5,0.3,13,23.5,11.3,12.3,44,77.3,68.4,55.5,19.1,20,11.9,20.6,7.9,9,7.9,8.6,5.3,6.1,6,6.9,0.1,0.3,0.3,0.3,1.9,2.4,2.3,3.5,0.6,1.2,0.9,0.9
244,คลองสำโรง,สะพานสำโรง (ถ.ศรีนครินทร์),29.3,29.2,29.6,29.4,7.1,7,7.4,7.4,0.9,1.3,0.4,2,0.3,0.1,0.4,0.3,11.6,16,11.5,14.7,59.7,67.5,84.8,82.3,16.8,20.7,15,23,7.8,7.8,12.9,14.3,4.9,5.3,10,11.2,0,0.1,0.2,0.1,2.6,2.5,2.4,2.8,0.6,1.1,1.1,1.1
245,คลองสำเหร่,ถ.เจริญนคร,30.2,30.8,30.6,30.2,7.5,7.4,7.4,7.4,2.3,3.2,2,1.7,0,0,0,0,9.1,7.3,7.5,11,71.8,79.1,71.8,53.2,20.4,14.4,14,17.3,3.1,2.5,2.6,2.6,1.9,0.9,1,1,0.6,0.4,0.2,0,0.3,0.5,0.3,0.5,2.1,2,1.6,1.5
246,คลองสำเหร่,ถ.เทอดไทย,30.5,30.7,30.4,30.2,7.5,7.4,7.5,7.4,2.5,2.6,2.4,1.8,0,0,0,0,7.7,7.6,7.9,10.5,86.5,66.4,63.4,52.7,18.4,14.3,13,19.7,3.7,3,2.7,2.5,2.2,1,1,0.9,0.6,0.4,0.1,0.1,0.5,0.4,0.3,0.2,1.8,1.7,1.8,1.5
247,คลองสิบเอ็ด,ถ.คลองสิบ คลองสิบเอ็ด ,30.8,29.3,29.1,29.3,7,6.9,7.4,7,2.7,2.9,4.6,2.5,0,0,0,0,4.3,3.8,3,3.8,35.4,44.1,128.9,44.1,17.6,38.8,30.4,31.8,2.8,2.9,4.3,3.4,0.6,0.3,1.1,0.4,0.2,0.3,0.1,0.2,2.1,2.6,1.9,2.3,0.2,0.1,0.2,0.1
248,คลองแสนแสบ,ตลาดหนองจอก,28.6,29.4,29.6,29.7,7,6.9,7.6,7,3.1,3,5.7,2.3,0,0,0,0,3.8,3.5,4.1,3.5,43.6,36.3,74.9,25.7,36.6,41.2,42.1,29.1,3.5,2.6,4.6,4.1,1.3,0.3,1.4,0.3,0.1,0.2,0.1,0.2,2.3,1.9,1.7,1.7,0.2,0.1,0.4,0.3
249,คลองแสนแสบ,ถ.อโศกดินแดง,29.8,29.4,29.6,29.3,7,7,7.4,7.2,1,1.2,1.2,1.4,0,0,0.1,0.2,8.8,8,9,12.8,53.9,59,106,73.6,31.5,63.7,39.4,30.8,6,8.3,8.5,8.3,3.3,4.6,4.8,6.1,0.1,0.2,0.4,0.2,2.1,2.3,2.5,1.9,0.5,0.8,0.9,1
250,คลองแสนแสบ,ปตร.แสนแสบ (ถ.เพชรบุรี ซ.ประสานมิตร),29.8,29.4,29.6,29.3,7,7,7.5,7.2,1,1.3,1.7,1.1,0.1,0,0.2,0.1,8.7,8.5,7.6,10.3,58.8,94,104.4,76.6,31.8,64.6,44.8,36.9,6.3,8.3,9.1,7.2,4.1,4.6,5.5,5.6,0.1,0.2,0.5,0.2,2.2,2.4,2.6,1.9,0.5,0.8,0.9,0.8
251,คลองแสนแสบ,ซ.เทพลีลา,29.8,29.4,29.6,29.3,7.1,7,7.4,7.2,0.9,0.8,0.6,0.3,0,0.1,0.2,1.3,10,8.8,10.3,12.3,67.2,69.3,151.4,75.8,43.2,53.4,40.4,32.6,7.2,8.1,12.7,10.4,4.5,4.8,8.8,8.6,0.1,0.2,0.3,0.1,2.2,2.4,2.2,2.2,0.5,0.8,1.2,1
252,คลองแสนแสบ,สะพานบางกะปิ,29.8,29.4,29.6,29.3,7.1,7,7.4,7.2,0.8,0.9,0.7,0.2,0.1,0,0.2,1,9.2,8.7,10.5,12.5,60.9,64.5,132.1,68.8,34.3,57,45.5,30.5,6.9,6.9,13.1,13.8,4.8,4.4,8.6,9.7,0,0.2,0.3,0.1,2.2,2.4,2.4,2.2,0.6,0.8,1.2,1.1
253,คลองแสนแสบ,วัดบำเพ็ญเหนือ,28.6,29.4,29.6,29.7,7,7.2,7.5,7.2,2.3,3.1,2.6,1.8,0,0,0,0,7,6.3,6.3,7.7,42.6,61.9,94.5,50.9,19.9,29.4,43.5,22.8,4.3,5.1,8.6,9.7,2.3,2.3,6.3,6.1,0.1,0.2,0.4,0.1,2.1,2.2,2.1,2.2,0.4,0.4,1,0.8
